company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
HINDALCO,2019-03,1,-1,-1,Shareholder Returns
HINDALCO,2020-03,1,-1,1,Cash Accumulator
HINDALCO,2021-03,1,-1,-1,Shareholder Returns
HINDALCO,2022-03,1,-1,-1,Shareholder Returns
HINDALCO,2023-03,1,-1,-1,Shareholder Returns
HINDALCO,2024-03,1,-1,-1,Shareholder Returns
HINDUNILVR,2013-03,1,1,-1,Liquidating Assets
HINDUNILVR,2014-03,1,-1,-1,Reinvestor
HINDUNILVR,2015-03,1,1,-1,Liquidating Assets
HINDUNILVR,2016-03,1,-1,-1,Shareholder Returns
HINDUNILVR,2017-03,1,-1,-1,Shareholder Returns
HINDUNILVR,2018-03,1,-1,-1,Shareholder Returns
HINDUNILVR,2019-03,1,-1,-1,Reinvestor
HINDUNILVR,2020-03,1,1,-1,Liquidating Assets
HINDUNILVR,2021-03,1,-1,-1,Shareholder Returns
HINDUNILVR,2022-03,1,-1,-1,Shareholder Returns
HINDUNILVR,2023-03,1,-1,-1,Reinvestor
HINDUNILVR,2024-03,1,-1,-1,Shareholder Returns
ICICIBANK,2013-03,1,-1,1,Cash Accumulator
ICICIBANK,2014-03,1,-1,1,Cash Accumulator
ICICIBANK,2015-03,-1,-1,1,Growth Funded by Debt
ICICIBANK,2016-03,1,-1,1,Cash Accumulator
ICICIBANK,2017-03,1,-1,-1,Shareholder Returns
ICICIBANK,2018-03,1,-1,1,Cash Accumulator
ICICIBANK,2019-03,1,-1,-1,Shareholder Returns
ICICIBANK,2020-03,1,-1,1,Cash Accumulator
ICICIBANK,2021-03,1,-1,-1,Shareholder Returns
ICICIBANK,2022-03,1,-1,1,Cash Accumulator
ICICIBANK,2023-03,-1,-1,1,Growth Funded by Debt
ICICIBANK,2024-03,1,-1,1,Cash Accumulator
ICICIGI,2013-03,1,-1,1,Cash Accumulator
ICICIGI,2014-03,1,-1,1,Cash Accumulator
ICICIGI,2015-03,-1,1,-1,Mixed
ICICIGI,2016-03,1,-1,-1,Shareholder Returns
ICICIGI,2017-03,1,-1,1,Cash Accumulator
ICICIGI,2018-03,1,-1,-1,Shareholder Returns
ICICIGI,2019-03,1,-1,-1,Shareholder Returns
ICICIGI,2020-03,1,-1,-1,Shareholder Returns
ICICIGI,2021-03,1,-1,-1,Shareholder Returns
ICICIGI,2022-03,1,1,-1,Liquidating Assets
ICICIGI,2023-03,1,-1,-1,Shareholder Returns
ICICIGI,2024-03,1,-1,-1,Shareholder Returns
ICICIPRULI,2013-03,-1,1,-1,Mixed
ICICIPRULI,2014-03,-1,1,-1,Mixed
ICICIPRULI,2015-03,1,-1,-1,Reinvestor
ICICIPRULI,2016-03,1,1,-1,Liquidating Assets
ICICIPRULI,2017-03,1,-1,-1,Shareholder Returns
ICICIPRULI,2018-03,1,-1,-1,Shareholder Returns
ICICIPRULI,2019-03,1,-1,-1,Shareholder Returns
ICICIPRULI,2020-03,1,-1,-1,Shareholder Returns
ICICIPRULI,2021-03,1,-1,1,Cash Accumulator
ICICIPRULI,2022-03,1,-1,-1,Shareholder Returns
ICICIPRULI,2023-03,1,-1,-1,Reinvestor
ICICIPRULI,2024-03,-1,1,-1,Mixed
INDIGO,2013-03,1,-1,1,Cash Accumulator
INDIGO,2014-03,1,-1,1,Cash Accumulator
INDIGO,2015-03,1,-1,-1,Shareholder Returns
INDIGO,2016-03,1,-1,-1,Shareholder Returns
INDIGO,2017-03,1,-1,-1,Shareholder Returns
INDIGO,2018-03,1,-1,1,Cash Accumulator
INDIGO,2019-03,1,-1,-1,Shareholder Returns
INDIGO,2020-03,1,-1,-1,Reinvestor
INDIGO,2021-03,-1,1,-1,Mixed
INDIGO,2022-03,1,1,-1,Liquidating Assets
INDIGO,2023-03,1,-1,-1,Reinvestor
INDIGO,2024-03,1,-1,-1,Shareholder Returns
INDUSINDBK,2013-03,-1,-1,1,Growth Funded by Debt
INDUSINDBK,2014-03,-1,-1,1,Growth Funded by Debt
INDUSINDBK,2015-03,-1,-1,1,Growth Funded by Debt
INDUSINDBK,2016-03,-1,-1,1,Growth Funded by Debt
INDUSINDBK,2017-03,1,-1,-1,Shareholder Returns
INDUSINDBK,2018-03,-1,-1,1,Growth Funded by Debt
INDUSINDBK,2019-03,-1,-1,1,Growth Funded by Debt
INDUSINDBK,2020-03,-1,1,1,Distress Signal
INDUSINDBK,2021-03,1,-1,-1,Shareholder Returns
INDUSINDBK,2022-03,1,-1,-1,Shareholder Returns
INDUSINDBK,2023-03,-1,-1,1,Growth Funded by Debt
INDUSINDBK,2024-03,-1,-1,-1,Pre-Revenue
INFY,2013-03,1,-1,-1,Reinvestor
INFY,2014-03,1,-1,-1,Reinvestor
INFY,2015-03,1,1,-1,Liquidating Assets
INFY,2016-03,1,-1,-1,Reinvestor
INFY,2017-03,1,-1,-1,Reinvestor
INFY,2018-03,1,1,-1,Liquidating Assets
INFY,2019-03,1,-1,-1,Reinvestor
INFY,2020-03,1,-1,-1,Shareholder Returns
INFY,2021-03,1,-1,-1,Shareholder Returns
INFY,2022-03,1,-1,-1,Shareholder Returns
INFY,2023-03,1,-1,-1,Reinvestor
INFY,2024-03,1,-1,-1,Reinvestor
IOC,2013-03,1,-1,1,Cash Accumulator
IOC,2014-03,1,-1,-1,Shareholder Returns
IOC,2015-03,1,-1,-1,Shareholder Returns
IOC,2016-03,1,-1,-1,Shareholder Returns
IOC,2017-03,1,-1,-1,Shareholder Returns
IOC,2018-03,1,-1,-1,Shareholder Returns
IOC,2019-03,1,-1,1,Cash Accumulator
IOC,2020-03,1,-1,1,Cash Accumulator
IOC,2021-03,1,-1,-1,Shareholder Returns
IOC,2022-03,1,-1,-1,Shareholder Returns
IOC,2023-03,1,-1,-1,Shareholder Returns
IOC,2024-03,1,-1,-1,Shareholder Returns
IRCTC,2015-03,1,-1,-1,Reinvestor
IRCTC,2016-03,1,1,-1,Liquidating Assets
IRCTC,2017-03,1,1,-1,Liquidating Assets
IRCTC,2018-03,1,1,-1,Liquidating Assets
IRCTC,2019-03,1,-1,-1,Shareholder Returns
IRCTC,2020-03,1,1,-1,Liquidating Assets
IRCTC,2021-03,1,-1,-1,Shareholder Returns
IRCTC,2022-03,1,-1,-1,Reinvestor
IRCTC,2023-03,1,-1,-1,Reinvestor
IRCTC,2024-03,1,-1,-1,Reinvestor
IRFC,2013-03,-1,-1,-1,Pre-Revenue
IRFC,2014-03,-1,-1,-1,Pre-Revenue
IRFC,2015-03,-1,-1,-1,Pre-Revenue
IRFC,2016-03,-1,1,1,Distress Signal
IRFC,2017-03,-1,1,1,Distress Signal
IRFC,2018-03,-1,1,1,Distress Signal
IRFC,2019-03,-1,1,1,Distress Signal
IRFC,2020-03,-1,1,1,Distress Signal
IRFC,2021-03,-1,1,1,Distress Signal
IRFC,2022-03,-1,-1,1,Growth Funded by Debt
IRFC,2023-03,-1,1,1,Distress Signal
IRFC,2024-03,1,-1,-1,Shareholder Returns
ITC,2013-03,1,-1,-1,Reinvestor
ITC,2014-03,1,-1,-1,Reinvestor
ITC,2015-03,1,-1,-1,Shareholder Returns
ITC,2016-03,1,-1,-1,Shareholder Returns
ITC,2017-03,1,-1,-1,Shareholder Returns
ITC,2018-03,1,-1,-1,Shareholder Returns
ITC,2019-03,1,-1,-1,Reinvestor
ITC,2020-03,1,-1,-1,Reinvestor
ITC,2021-03,1,1,-1,Liquidating Assets
ITC,2022-03,1,-1,-1,Shareholder Returns
ITC,2023-03,1,-1,-1,Reinvestor
ITC,2024-03,1,1,-1,Liquidating Assets
JINDALSTEL,2013-03,1,-1,1,Cash Accumulator
JINDALSTEL,2014-03,1,-1,1,Cash Accumulator
JINDALSTEL,2015-03,1,-1,1,Cash Accumulator
JINDALSTEL,2016-03,1,-1,-1,Reinvestor
JINDALSTEL,2017-03,1,-1,-1,Reinvestor
JINDALSTEL,2018-03,1,-1,-1,Reinvestor
JINDALSTEL,2019-03,1,-1,-1,Reinvestor
JINDALSTEL,2020-03,1,-1,-1,Reinvestor
JINDALSTEL,2021-03,1,-1,-1,Shareholder Returns
JINDALSTEL,2022-03,1,-1,-1,Shareholder Returns
JINDALSTEL,2023-03,1,-1,-1,Shareholder Returns
JINDALSTEL,2024-03,1,-1,1,Cash Accumulator
JIOFIN,2023-03,1,-1,-1,Shareholder Returns
JIOFIN,2024-03,-1,1,-1,Mixed
JSWENERGY,2013-03,1,-1,-1,Shareholder Returns
JSWENERGY,2014-03,1,-1,-1,Shareholder Returns
JSWENERGY,2015-03,1,-1,-1,Shareholder Returns
JSWENERGY,2016-03,1,-1,-1,Shareholder Returns
JSWENERGY,2017-03,1,-1,-1,Shareholder Returns
JSWENERGY,2018-03,1,-1,-1,Shareholder Returns
JSWENERGY,2019-03,1,-1,-1,Shareholder Returns
JSWENERGY,2020-03,1,1,-1,Liquidating Assets
JSWENERGY,2021-03,1,-1,-1,Shareholder Returns
JSWENERGY,2022-03,1,-1,-1,Shareholder Returns
JSWENERGY,2023-03,1,-1,1,Cash Accumulator
JSWENERGY,2024-03,1,-1,1,Cash Accumulator
JSWSTEEL,2013-03,1,-1,-1,Shareholder Returns
JSWSTEEL,2014-03,1,-1,1,Cash Accumulator
JSWSTEEL,2015-03,1,-1,-1,Shareholder Returns
JSWSTEEL,2016-03,1,-1,-1,Reinvestor
JSWSTEEL,2017-03,1,-1,-1,Shareholder Returns
JSWSTEEL,2018-03,1,-1,-1,Shareholder Returns
JSWSTEEL,2019-03,1,-1,1,Cash Accumulator
JSWSTEEL,2020-03,1,-1,1,Cash Accumulator
JSWSTEEL,2021-03,1,-1,-1,Shareholder Returns
JSWSTEEL,2022-03,1,-1,-1,Shareholder Returns
JSWSTEEL,2023-03,1,-1,-1,Shareholder Returns
JSWSTEEL,2024-03,1,-1,-1,Shareholder Returns
KOTAKBANK,2013-03,1,-1,1,Cash Accumulator
KOTAKBANK,2014-03,1,-1,-1,Shareholder Returns
KOTAKBANK,2015-03,1,-1,1,Cash Accumulator
KOTAKBANK,2016-03,1,-1,1,Cash Accumulator
KOTAKBANK,2017-03,1,-1,1,Cash Accumulator
KOTAKBANK,2018-03,-1,-1,1,Growth Funded by Debt
KOTAKBANK,2019-03,1,-1,1,Cash Accumulator
KOTAKBANK,2020-03,1,-1,-1,Shareholder Returns
KOTAKBANK,2021-03,1,-1,-1,Reinvestor
KOTAKBANK,2022-03,1,-1,1,Cash Accumulator
KOTAKBANK,2023-03,-1,-1,1,Growth Funded by Debt
KOTAKBANK,2024-03,1,-1,1,Cash Accumulator
LICI,2019-03,1,1,-1,Liquidating Assets
LICI,2020-03,1,-1,-1,Shareholder Returns
LICI,2021-03,1,1,-1,Liquidating Assets
LICI,2022-03,-1,1,1,Distress Signal
LICI,2023-03,1,-1,-1,Shareholder Returns
LICI,2024-03,1,-1,-1,Reinvestor
LODHA,2011-03,-1,-1,-1,Pre-Revenue
LODHA,2012-03,-1,-1,-1,Pre-Revenue
LODHA,2015-03,-1,-1,-1,Pre-Revenue
LODHA,2016-03,1,-1,1,Cash Accumulator
LODHA,2017-03,1,-1,-1,Shareholder Returns
LODHA,2018-03,1,-1,1,Cash Accumulator
LODHA,2019-03,-1,-1,1,Growth Funded by Debt
LODHA,2020-03,1,1,-1,Liquidating Assets
LODHA,2021-03,1,1,-1,Liquidating Assets
LODHA,2022-03,1,1,-1,Liquidating Assets
LODHA,2023-03,1,1,-1,Liquidating Assets
LODHA,2024-03,1,-1,1,Cash Accumulator
LT,2013-03,-1,-1,1,Growth Funded by Debt
LT,2014-03,-1,-1,1,Growth Funded by Debt
LT,2015-03,-1,-1,1,Growth Funded by Debt
LT,2016-03,-1,-1,1,Growth Funded by Debt
LT,2017-03,1,-1,1,Cash Accumulator
LT,2018-03,-1,1,1,Distress Signal
LT,2019-03,-1,-1,1,Growth Funded by Debt
LT,2020-03,1,-1,1,Cash Accumulator
LT,2021-03,1,-1,-1,Shareholder Returns
LT,2022-03,1,-1,-1,Shareholder Returns
LT,2023-03,1,-1,-1,Shareholder Returns
LT,2024-03,1,1,-1,Liquidating Assets
LTIM,2013-03,1,-1,-1,Shareholder Returns
LTIM,2014-03,1,1,-1,Liquidating Assets
LTIM,2015-03,1,-1,-1,Reinvestor
LTIM,2016-03,1,-1,-1,Shareholder Returns
LTIM,2017-03,1,-1,-1,Shareholder Returns
LTIM,2018-03,1,-1,-1,Reinvestor
LTIM,2019-03,1,-1,-1,Reinvestor
LTIM,2020-03,1,-1,-1,Shareholder Returns
LTIM,2021-03,1,-1,-1,Shareholder Returns
LTIM,2022-03,1,-1,-1,Reinvestor
LTIM,2023-03,1,-1,-1,Reinvestor
LTIM,2024-03,1,-1,-1,Shareholder Returns
M&M,2013-03,-1,-1,1,Growth Funded by Debt
M&M,2014-03,-1,-1,1,Growth Funded by Debt
M&M,2015-03,1,-1,1,Cash Accumulator
M&M,2016-03,1,-1,1,Cash Accumulator
M&M,2017-03,1,-1,1,Cash Accumulator
M&M,2018-03,1,-1,1,Cash Accumulator
M&M,2019-03,-1,-1,1,Growth Funded by Debt
M&M,2020-03,-1,-1,1,Growth Funded by Debt
M&M,2021-03,1,-1,1,Cash Accumulator
M&M,2022-03,1,-1,-1,Shareholder Returns
M&M,2023-03,-1,-1,1,Growth Funded by Debt
M&M,2024-03,-1,-1,1,Growth Funded by Debt
MARUTI,2013-03,1,-1,-1,Shareholder Returns
MARUTI,2014-03,1,-1,-1,Shareholder Returns
MARUTI,2015-03,1,-1,-1,Shareholder Returns
MARUTI,2016-03,1,-1,-1,Shareholder Returns
MARUTI,2017-03,1,-1,-1,Shareholder Returns
MARUTI,2018-03,1,-1,-1,Shareholder Returns
MARUTI,2019-03,1,-1,-1,Reinvestor
MARUTI,2020-03,1,-1,-1,Reinvestor
MARUTI,2021-03,1,-1,-1,Shareholder Returns
MARUTI,2022-03,1,-1,-1,Reinvestor
MARUTI,2023-03,1,-1,-1,Shareholder Returns
MARUTI,2024-03,1,-1,-1,Shareholder Returns
MOTHERSON,2013-03,1,-1,-1,Shareholder Returns
MOTHERSON,2014-03,1,-1,-1,Shareholder Returns
MOTHERSON,2015-03,1,-1,1,Cash Accumulator
MOTHERSON,2016-03,1,-1,-1,Shareholder Returns
MOTHERSON,2017-03,1,-1,1,Cash Accumulator
MOTHERSON,2018-03,1,-1,-1,Shareholder Returns
MOTHERSON,2019-03,1,-1,-1,Shareholder Returns
MOTHERSON,2020-03,1,-1,-1,Shareholder Returns
MOTHERSON,2021-03,1,-1,-1,Shareholder Returns
MOTHERSON,2022-03,1,-1,-1,Shareholder Returns
MOTHERSON,2023-03,1,-1,-1,Shareholder Returns
MOTHERSON,2024-03,1,-1,1,Cash Accumulator
NAUKRI,2013-03,1,-1,-1,Reinvestor
NAUKRI,2014-03,1,-1,1,Cash Accumulator
NAUKRI,2015-03,1,-1,1,Cash Accumulator
NAUKRI,2016-03,1,-1,-1,Reinvestor
NAUKRI,2017-03,1,-1,-1,Reinvestor
NAUKRI,2018-03,1,-1,-1,Reinvestor
NAUKRI,2019-03,1,-1,-1,Reinvestor
NAUKRI,2020-03,1,1,-1,Liquidating Assets
NAUKRI,2021-03,1,-1,1,Cash Accumulator
NAUKRI,2022-03,1,-1,1,Cash Accumulator
NAUKRI,2023-03,1,-1,1,Cash Accumulator
NAUKRI,2024-03,1,-1,1,Cash Accumulator
NESTLEIND,2013-12,1,-1,-1,Shareholder Returns
NESTLEIND,2014-12,1,-1,-1,Shareholder Returns
NESTLEIND,2015-12,1,-1,-1,Shareholder Returns
NESTLEIND,2016-12,1,-1,-1,Shareholder Returns
NESTLEIND,2017-12,1,-1,-1,Shareholder Returns
NESTLEIND,2018-12,1,-1,-1,Shareholder Returns
NESTLEIND,2019-12,1,1,-1,Liquidating Assets
NESTLEIND,2020-12,1,-1,-1,Shareholder Returns
NESTLEIND,2021-12,1,-1,-1,Shareholder Returns
NESTLEIND,2022-12,1,-1,-1,Shareholder Returns
NESTLEIND,2023-12,1,-1,-1,Shareholder Returns
NESTLEIND,2024-03,1,-1,-1,Shareholder Returns
NHPC,2013-03,1,-1,-1,Reinvestor
NHPC,2014-03,1,-1,-1,Shareholder Returns
NHPC,2015-03,1,-1,-1,Shareholder Returns
NHPC,2016-03,1,-1,-1,Shareholder Returns
NHPC,2017-03,1,-1,-1,Shareholder Returns
NHPC,2018-03,1,-1,-1,Shareholder Returns
NHPC,2019-03,1,-1,-1,Shareholder Returns
NHPC,2020-03,1,-1,1,Cash Accumulator
NHPC,2021-03,1,-1,-1,Shareholder Returns
NHPC,2022-03,1,-1,-1,Shareholder Returns
NHPC,2023-03,1,-1,-1,Shareholder Returns
NHPC,2024-03,1,-1,-1,Shareholder Returns
NTPC,2013-03,1,-1,1,Cash Accumulator
NTPC,2014-03,1,-1,-1,Shareholder Returns
NTPC,2015-03,1,-1,-1,Shareholder Returns
NTPC,2016-03,1,-1,-1,Shareholder Returns
NTPC,2017-03,1,-1,1,Cash Accumulator
NTPC,2018-03,1,-1,1,Cash Accumulator
NTPC,2019-03,1,-1,1,Cash Accumulator
NTPC,2020-03,1,-1,1,Cash Accumulator
NTPC,2021-03,1,-1,-1,Shareholder Returns
NTPC,2022-03,1,-1,-1,Shareholder Returns
NTPC,2023-03,1,-1,-1,Shareholder Returns
NTPC,2024-03,1,-1,-1,Shareholder Returns
ONGC,2013-03,1,-1,-1,Shareholder Returns
ONGC,2014-03,1,-1,1,Cash Accumulator
ONGC,2015-03,1,-1,-1,Shareholder Returns
ONGC,2016-03,1,-1,-1,Shareholder Returns
ONGC,2017-03,1,-1,-1,Shareholder Returns
ONGC,2018-03,1,-1,1,Cash Accumulator
ONGC,2019-03,1,-1,-1,Shareholder Returns
ONGC,2020-03,1,-1,-1,Shareholder Returns
ONGC,2021-03,1,-1,-1,Shareholder Returns
ONGC,2022-03,1,-1,-1,Shareholder Returns
ONGC,2023-03,1,-1,-1,Shareholder Returns
ONGC,2024-03,1,-1,-1,Shareholder Returns
PFC,2013-03,-1,1,1,Distress Signal
PFC,2014-03,-1,1,1,Distress Signal
PFC,2015-03,-1,-1,1,Growth Funded by Debt
PFC,2016-03,-1,-1,1,Growth Funded by Debt
PFC,2017-03,1,-1,1,Cash Accumulator
PFC,2018-03,-1,1,1,Distress Signal
PFC,2019-03,-1,-1,1,Growth Funded by Debt
PFC,2020-03,-1,-1,1,Growth Funded by Debt
PFC,2021-03,-1,1,1,Distress Signal
PFC,2022-03,1,-1,-1,Reinvestor
PFC,2023-03,-1,-1,1,Growth Funded by Debt
PFC,2024-03,-1,-1,1,Growth Funded by Debt
PIDILITIND,2013-03,1,-1,-1,Shareholder Returns
PIDILITIND,2014-03,1,-1,-1,Reinvestor
PIDILITIND,2015-03,1,-1,-1,Shareholder Returns
PIDILITIND,2016-03,1,-1,-1,Shareholder Returns
PIDILITIND,2017-03,1,-1,1,Cash Accumulator
PIDILITIND,2018-03,1,1,-1,Liquidating Assets
PIDILITIND,2019-03,1,-1,-1,Reinvestor
PIDILITIND,2020-03,1,1,-1,Liquidating Assets
PIDILITIND,2021-03,1,-1,-1,Shareholder Returns
PIDILITIND,2022-03,1,-1,-1,Reinvestor
PIDILITIND,2023-03,1,-1,-1,Shareholder Returns
PIDILITIND,2024-03,1,-1,-1,Shareholder Returns
PNB,2013-03,-1,-1,-1,Pre-Revenue
PNB,2014-03,1,-1,1,Cash Accumulator
PNB,2015-03,1,-1,1,Cash Accumulator
PNB,2016-03,1,-1,1,Cash Accumulator
PNB,2017-03,1,1,-1,Liquidating Assets
PNB,2018-03,-1,1,1,Distress Signal
PNB,2019-03,-1,-1,1,Growth Funded by Debt
PNB,2020-03,-1,-1,1,Growth Funded by Debt
PNB,2021-03,1,-1,1,Cash Accumulator
PNB,2022-03,1,-1,1,Cash Accumulator
PNB,2023-03,1,-1,1,Cash Accumulator
PNB,2024-03,-1,-1,1,Growth Funded by Debt
POWERGRID,2013-03,1,-1,1,Cash Accumulator
POWERGRID,2014-03,1,-1,1,Cash Accumulator
POWERGRID,2015-03,1,-1,1,Cash Accumulator
POWERGRID,2016-03,1,-1,1,Cash Accumulator
POWERGRID,2017-03,1,-1,1,Cash Accumulator
POWERGRID,2018-03,1,-1,1,Cash Accumulator
POWERGRID,2019-03,1,-1,-1,Shareholder Returns
POWERGRID,2020-03,1,-1,-1,Shareholder Returns
POWERGRID,2021-03,1,-1,-1,Shareholder Returns
POWERGRID,2022-03,1,1,-1,Liquidating Assets
POWERGRID,2023-03,1,-1,-1,Shareholder Returns
POWERGRID,2024-03,1,-1,-1,Shareholder Returns
RECLTD,2013-03,-1,1,1,Distress Signal
RECLTD,2014-03,-1,1,1,Distress Signal
RECLTD,2015-03,-1,1,1,Distress Signal
RECLTD,2016-03,-1,-1,1,Growth Funded by Debt
RECLTD,2017-03,1,-1,-1,Shareholder Returns
RECLTD,2018-03,-1,1,1,Distress Signal
RECLTD,2019-03,-1,1,1,Distress Signal
RECLTD,2020-03,-1,1,1,Distress Signal
RECLTD,2021-03,-1,1,1,Distress Signal
RECLTD,2022-03,-1,-1,1,Growth Funded by Debt
RECLTD,2023-03,-1,-1,1,Growth Funded by Debt
RECLTD,2024-03,-1,-1,1,Growth Funded by Debt
RELIANCE,2013-03,1,-1,1,Cash Accumulator
RELIANCE,2014-03,1,-1,1,Cash Accumulator
RELIANCE,2015-03,1,-1,1,Cash Accumulator
RELIANCE,2016-03,1,-1,-1,Shareholder Returns
RELIANCE,2017-03,1,-1,1,Cash Accumulator
RELIANCE,2018-03,1,-1,-1,Shareholder Returns
RELIANCE,2019-03,1,-1,1,Cash Accumulator
RELIANCE,2020-03,1,-1,-1,Shareholder Returns
RELIANCE,2021-03,1,-1,1,Cash Accumulator
RELIANCE,2022-03,1,-1,1,Cash Accumulator
RELIANCE,2023-03,1,-1,1,Cash Accumulator
RELIANCE,2024-03,1,-1,-1,Shareholder Returns
SBILIFE,2013-03,1,-1,-1,Shareholder Returns
SBILIFE,2014-03,1,-1,-1,Reinvestor
SBILIFE,2015-03,1,-1,-1,Shareholder Returns
SBILIFE,2016-03,1,-1,-1,Shareholder Returns
SBILIFE,2017-03,1,-1,-1,Shareholder Returns
SBILIFE,2018-03,1,-1,-1,Shareholder Returns
SBILIFE,2019-03,1,-1,-1,Shareholder Returns
SBILIFE,2020-03,1,-1,-1,Shareholder Returns
SBILIFE,2021-03,1,-1,1,Cash Accumulator
SBILIFE,2022-03,1,-1,-1,Shareholder Returns
SBILIFE,2023-03,1,-1,-1,Shareholder Returns
SBILIFE,2024-03,1,-1,-1,Shareholder Returns
SBIN,2013-03,1,-1,-1,Shareholder Returns
SBIN,2014-03,1,-1,1,Cash Accumulator
SBIN,2015-03,1,-1,-1,Shareholder Returns
SBIN,2016-03,1,-1,1,Cash Accumulator
SBIN,2017-03,1,-1,-1,Reinvestor
SBIN,2018-03,-1,1,1,Distress Signal
SBIN,2019-03,1,1,1,Cash Accumulator
SBIN,2020-03,1,-1,1,Cash Accumulator
SBIN,2021-03,1,-1,1,Cash Accumulator
SBIN,2022-03,1,-1,-1,Shareholder Returns
SBIN,2023-03,-1,-1,1,Growth Funded by Debt
SBIN,2024-03,1,-1,-1,Reinvestor
SHREECEM,2013-06,1,-1,-1,Shareholder Returns
SHREECEM,2014-06,1,-1,-1,Shareholder Returns
SHREECEM,2015-06,1,-1,-1,Shareholder Returns
SHREECEM,2017-03,1,-1,-1,Shareholder Returns
SHREECEM,2018-03,1,-1,1,Cash Accumulator
SHREECEM,2019-03,1,-1,-1,Shareholder Returns
SHREECEM,2020-03,1,-1,1,Cash Accumulator
SHREECEM,2021-03,1,-1,-1,Shareholder Returns
SHREECEM,2022-03,1,-1,-1,Shareholder Returns
SHREECEM,2023-03,1,-1,-1,Shareholder Returns
SHREECEM,2024-03,1,-1,-1,Shareholder Returns
SHRIRAMFIN,2013-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2014-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2015-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2016-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2017-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2018-03,-1,1,1,Distress Signal
SHRIRAMFIN,2019-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2020-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2021-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2022-03,-1,-1,1,Growth Funded by Debt
SHRIRAMFIN,2023-03,-1,1,1,Distress Signal
SHRIRAMFIN,2024-03,-1,-1,1,Growth Funded by Debt
SIEMENS,2011-09,1,1,-1,Liquidating Assets
SIEMENS,2014-09,1,1,-1,Liquidating Assets
SIEMENS,2015-09,1,1,-1,Liquidating Assets
SIEMENS,2016-09,1,1,-1,Liquidating Assets
SIEMENS,2017-09,1,1,-1,Liquidating Assets
SIEMENS,2018-09,1,-1,-1,Reinvestor
SIEMENS,2019-09,1,-1,-1,Shareholder Returns
SIEMENS,2020-09,1,1,-1,Liquidating Assets
SIEMENS,2021-09,1,-1,-1,Shareholder Returns
SIEMENS,2022-09,1,-1,-1,Reinvestor
SIEMENS,2023-09,1,-1,-1,Reinvestor
SIEMENS,2024-09,1,-1,-1,Reinvestor
SUNPHARMA,2013-03,1,-1,-1,Reinvestor
SUNPHARMA,2014-03,1,-1,1,Cash Accumulator
SUNPHARMA,2015-03,1,-1,-1,Shareholder Returns
SUNPHARMA,2016-03,1,-1,-1,Shareholder Returns
SUNPHARMA,2017-03,1,-1,-1,Reinvestor
SUNPHARMA,2018-03,1,-1,-1,Shareholder Returns
SUNPHARMA,2019-03,1,-1,-1,Reinvestor
SUNPHARMA,2020-03,1,-1,-1,Shareholder Returns
SUNPHARMA,2021-03,1,1,-1,Liquidating Assets
SUNPHARMA,2022-03,1,-1,-1,Shareholder Returns
SUNPHARMA,2023-03,1,-1,1,Cash Accumulator
SUNPHARMA,2024-03,1,-1,-1,Shareholder Returns
TATACONSUM,2013-03,1,1,1,Cash Accumulator
TATACONSUM,2014-03,1,-1,-1,Reinvestor
TATACONSUM,2015-03,1,-1,-1,Shareholder Returns
TATACONSUM,2016-03,1,1,-1,Liquidating Assets
TATACONSUM,2017-03,1,1,-1,Liquidating Assets
TATACONSUM,2018-03,1,-1,-1,Reinvestor
TATACONSUM,2019-03,1,1,-1,Liquidating Assets
TATACONSUM,2020-03,1,-1,-1,Shareholder Returns
TATACONSUM,2021-03,1,-1,-1,Shareholder Returns
TATACONSUM,2022-03,1,-1,-1,Shareholder Returns
TATACONSUM,2023-03,1,-1,-1,Shareholder Returns
TATACONSUM,2024-03,1,-1,1,Cash Accumulator
TATAMOTORS,2013-03,1,-1,-1,Shareholder Returns
TATAMOTORS,2014-03,1,-1,-1,Shareholder Returns
TATAMOTORS,2015-03,1,-1,1,Cash Accumulator
TATAMOTORS,2016-03,1,-1,-1,Shareholder Returns
TATAMOTORS,2017-03,1,-1,1,Cash Accumulator
TATAMOTORS,2018-03,1,-1,1,Cash Accumulator
TATAMOTORS,2019-03,1,-1,1,Cash Accumulator
TATAMOTORS,2020-03,1,-1,1,Cash Accumulator
TATAMOTORS,2021-03,1,-1,1,Cash Accumulator
TATAMOTORS,2022-03,1,-1,-1,Reinvestor
TATAMOTORS,2023-03,1,-1,-1,Shareholder Returns
TATAMOTORS,2024-03,1,-1,-1,Shareholder Returns
TATAPOWER,2013-03,1,-1,-1,Shareholder Returns
TATAPOWER,2014-03,1,-1,-1,Shareholder Returns
TATAPOWER,2015-03,1,-1,-1,Shareholder Returns
TATAPOWER,2016-03,1,-1,-1,Shareholder Returns
TATAPOWER,2017-03,1,-1,1,Cash Accumulator
